signature,n,elements
einrv,2,ervin|riven
gnsu,4,sung|snug|gnus|guns
dersstu,2,dusters|trussed
eilott,2,toilet|lottie
adenttu,2,taunted|attuned
ceno,2,once|cone
cchiks,2,chicks|schick
abdehorr,2,harbored|abhorred
aprt,4,trap|tarp|part|rapt
aabceilrt,2,calibrate|bacterial
accdesuu,2,caucused|caduceus
adeegnru,2,underage|dungaree
ckrstu,2,struck|trucks
deenor,2,doreen|redone
adeeginrr,2,grenadier|rereading
eeiprrtt,2,prettier|preterit
aeersv,2,varese|averse
adept,2,adept|taped
aehmrs,2,masher|harems
ceilpprs,2,clippers|cripples
denosw,2,endows|snowed
eilrstt,2,slitter|litters
deeehlw,2,wheedle|wheeled
ikno,2,ikon|oink
acdeilnoosst,2,disconsolate|consolidates
deeils,2,elides|diesel
nooprt,2,pronto|proton
ceeinv,2,venice|evince
adelpps,2,dapples|slapped
elmo,3,mole|lome|elmo
aeelnr,2,leaner|arlene
aalmr,3,alarm|marla|lamar
acdent,2,canted|decant
eglo,3,loge|lego|ogle
eginrsw,2,wingers|swinger
eillnt,2,lintel|lentil
dim,2,dim|mid
eeinr,2,ernie|irene
dily,2,idly|idyl
eginnort,2,ringtone|nitrogen
ceknor,2,reckon|rockne
bnu,2,nub|bun
eehiorst,2,theorise|theories
aaceglotu,2,coagulate|catalogue
aegmn,2,megan|mange
bennot,2,bonnet|benton
delno,2,eldon|olden
almp,2,lamp|palm
acistt,2,static|attics
cdegiinnrs,2,discerning|rescinding
acegors,2,corsage|cargoes
acdesu,2,sauced|caused
aghimns,2,shaming|mashing
aceilsst,3,elastics|alcestis|scaliest
cdeiorrst,2,creditors|directors
acceip,2,icecap|ipecac
aeerrstu,2,austerer|treasure
egiimmnrs,2,immersing|simmering
acdeeilnrt,2,credential|interlaced
bilmo,2,mobil|limbo
aehrtt,2,hatter|threat
aaegrsv,2,savager|ravages
airs,2,airs|sari
deffir,2,riffed|differ
ceinorr,2,corrine|cornier
os,2,so|os
aeghilnoost,3,theologians|anthologise|anthologies
adegilnp,2,pleading|pedaling
ailss,3,sisal|silas|sails
deopr,3,pedro|pored|roped
ceistv,2,evicts|civets
eflu,2,fuel|flue
ceefir,2,recife|fierce
cdeeoprrsu,2,procedures|reproduces
eefginr,2,reefing|freeing
osst,2,sots|toss
aeehinrsst,2,heartiness|earthiness
aemrss,2,ramses|smears
hnstu,2,hunts|shunt
acehilm,2,micheal|michael
abgnor,2,bangor|brogan
einsv,3,veins|nevis|vines
agginp,2,gaping|paging
adeilst,2,dilates|details
addelrw,2,drawled|dawdler
aesstw,2,sweats|wastes
ainps,2,pains|spain
eprssu,2,purses|supers
elor,2,lore|role
aelmpr,3,ampler|marple|palmer
egms,2,gems|megs
deorstu,2,detours|dourest
adesty,2,steady|stayed
aginorsty,2,gyrations|signatory
accehmno,2,comanche|coachmen
aakos,2,osaka|asoka
inoopss,2,poisson|poisons
adefr,2,fared|freda
cemot,2,comte|comet
ceeilnss,2,licenses|silences
biilntu,2,builtin|inbuilt
eerw,3,were|weer|ewer
alsuu,2,usual|luaus
eoprst,3,tropes|poster|presto
aerrstt,2,starter|restart
acpr,2,carp|crap
aaeimnnr,3,marianne|annmarie|armenian
aeegnv,2,avenge|geneva
aemrsst,2,masters|streams
cdeiinorst,2,discretion|directions
aeimmrssu,2,summaries|summarise
adepv,2,vaped|paved
aaeiprsst,2,parasites|aspirates
aceorstv,2,overcast|overacts
aacorttu,2,actuator|autocrat
cosw,2,cows|scow
eirssst,2,resists|sisters
cdeinnotu,2,continued|unnoticed
chklosy,2,shylock|shlocky
epsy,2,espy|yeps
deinorssw,2,rowdiness|wordiness
aaceimnr,2,cinerama|american
aaimnor,2,mariano|romania
deiinsst,2,insisted|tidiness
acnno,2,canon|conan
alsw,3,laws|awls|slaw
aeghilnrt,3,lathering|earthling|haltering
gin,2,ing|gin
deeelr,2,leered|reeled
aeerss,2,sarees|erases
eegnrs,2,greens|genres
aistw,2,waist|waits
eiorsst,3,sorties|stories|rosiest
fmor,2,from|form
eemorst,2,remotes|meteors
eilps,3,spiel|plies|piles
aaclrss,2,rascals|scalars
aelrt,3,alert|alter|later
abelry,3,barely|bleary|barley
aeeimsstt,2,estimates|steamiest
ailnv,2,alvin|anvil
eeks,2,ekes|seek
aeeimstt,2,estimate|meatiest
abeirsty,2,bestiary|sybarite
aeelpss,2,pleases|elapses
ceeprsst,5,spectres|specters|respects|scepters|sceptres
ainrst,2,trains|strain
aeelst,3,teasel|elates|estela
abelrrsw,2,warblers|brawlers
deeelnss,2,needless|lessened
abdegir,2,brigade|abridge
ceoprstt,2,prescott|protects
eimpstu,2,imputes|impetus
deenrss,2,senders|redness
ehlosv,2,shovel|hovels
mpsu,2,umps|sump
aellty,2,talley|lately
cdeor,3,cored|credo|decor
adeeprt,2,predate|tapered
adefir,2,frieda|freida
ampr,2,ramp|pram
egimnnort,2,remington|mentoring
acghins,2,cashing|chasing
eimnstu,2,minuets|minutes
aeprss,5,parses|spears|sparse|passer|spares
eginstw,2,stewing|twinges
adeemrr,2,dreamer|rearmed
accdekl,2,cackled|clacked
eno,3,noe|one|eon
mssu,2,muss|sums
deefinr,2,refined|definer
aeprst,3,prates|repast|tapers
dis,3,dis|sid|ids
ho,2,oh|ho
eilpprs,2,slipper|ripples
ghu,2,hug|ugh
aeinpr,3,panier|napier|rapine
eimn,2,mien|mine
aacdeglotu,2,catalogued|coagulated
eilns,2,lines|liens
aeilmnst,2,manliest|ailments
orsttu,2,trouts|tutors
emprsttu,2,strumpet|trumpets
ems,2,mes|ems
defir,2,fried|fired
adds,2,dads|adds
hrstu,2,hurts|hurst
acdelnor,2,calderon|colander
aeflrs,2,flares|falser
almors,2,morals|molars
aaginu,2,iguana|guiana
aamru,2,maura|amaru
bceeehs,2,beeches|beseech
eopss,3,poses|posse|pesos
elops,3,lopes|slope|poles
ehlrsstu,2,ruthless|hustlers
ceeinnoorrt,2,reconnoiter|reconnoitre
ddeelm,2,melded|meddle
adeinn,3,dianne|nadine|dannie
enosst,2,stones|onsets
cdeeoprru,2,reproduce|procedure
egilnos,2,legions|lingoes
ekpsy,2,pesky|skype
adeeprsv,2,pervades|depraves
amsy,2,yams|mays
cefhis,2,chiefs|fiches
abdnru,2,durban|dunbar
ehlrtu,2,luther|hurtle
adde,2,dead|edda
aimm,2,imam|maim
adeor,2,oared|adore
deinx,2,index|nixed
abbbdel,2,babbled|blabbed
aenrstv,2,servant|taverns
ceir,2,rice|eric
deoprst,2,sported|deports
aessv,2,vases|saves
alru,2,raul|ural
abcelmrs,2,clambers|scramble
fisst,2,fists|sifts
aaijntu,2,tijuana|juanita
aerv,4,rave|aver|reva|vera
eipprt,2,tipper|trippe
aeelrsv,2,reveals|several
hlost,2,holst|sloth
aeinrtt,2,nattier|nitrate
cdeiimmnooss,2,decommission|commissioned
eilrs,2,slier|riles
acep,2,cape|pace
ceehiknrt,2,thickener|kitchener
efillr,2,refill|filler
emnot,2,monte|monet
llorst,2,trolls|stroll
deenrtu,2,denture|tenured
ehnost,2,heston|honest
addegimnn,2,demanding|maddening
klooostu,2,lookouts|outlooks
adenpsx,2,spandex|expands
aerstt,3,treats|taster|stater
acimr,2,micra|marci
ahllosw,2,shallow|hallows
oprsst,2,sports|strops
abcdeirs,2,carbides|ascribed
aeekortv,2,takeover|overtake
aberst,2,barest|breast
eefrr,2,refer|freer
elly,2,lyle|yell
abdes,2,beads|based
dgos,2,gods|dogs
abklu,2,kabul|baulk
aegrs,3,gears|sager|rages
bdeeors,2,bedsore|sobered
deloops,2,poodles|spooled
deiopst,4,topside|posited|dopiest|deposit
aeelss,2,easels|leases
adnw,2,dawn|wand
aefmrrs,2,farmers|framers
acinopt,2,caption|pontiac
aenry,2,yearn|reyna
adinv,3,dvina|divan|viand
acginsu,2,saucing|causing
amors,2,ramos|roams
ortt,2,tort|trot
ilos,5,soli|lois|silo|oils|soil
deginnrssu,2,undressing|undersigns
ginorsu,2,rousing|souring
ekost,2,stoke|tokes
esuz,2,zeus|suez
deinsst,2,snidest|dissent
ceginrsu,2,securing|rescuing
eefhrsst,2,freshets|freshest
eilrv,2,liver|viler
adellott,2,totalled|allotted
adderw,2,warded|edward
deegr,2,greed|edger
enost,5,stone|onset|notes|seton|tones
aainrst,3,artisan|tsarina|sinatra
adeeilm,2,limeade|emailed
elpprsu,2,purples|suppler
cceinors,2,cornices|conciser
defikn,2,knifed|finked
coops,2,coops|scoop
aeflr,2,feral|flare
giimnst,3,misting|timings|smiting
acdehs,2,chased|cashed
abegl,2,bagel|gable
adrsw,3,sward|wards|draws
bdeilru,2,builder|rebuild
aaginssy,2,assaying|gainsays
cceennorst,2,connecters|reconnects
deesw,3,swede|sewed|weeds
giprs,3,prigs|grips|sprig
films,2,milfs|films
adeggr,2,dagger|ragged
bggilnu,2,bugling|bulging
eilprs,2,pliers|perils
ceeilnrs,2,reclines|silencer
dnosy,2,dyson|synod
orttu,2,trout|tutor
acdeeinorst,2,desecration|considerate
aceimn,2,anemic|cinema
acegilnns,2,cleansing|cleanings
aestttu,2,tautest|statute
acehrss,2,chasers|crashes
ennorsu,2,neurons|nonuser
defnor,2,fonder|fronde
elorr,2,errol|lorre
aegp,2,gape|page
enorrtuv,2,overturn|turnover
adeeprst,2,predates|pederast
aeeeprrt,2,repeater|repartee
eekn,2,keen|knee
eeeinprrrtt,2,reinterpret|interpreter
ceilssu,2,celsius|sluices
dopr,2,drop|prod
aeirsstt,2,artsiest|artistes
aclopsy,2,calypso|cosplay
binru,2,rubin|bruin
eefiisstt,2,testifies|feistiest
aeprsy,2,payers|repays
eeforrsst,2,foresters|reforests
'ahnst,2,hasn't|shan't
deeirrs,2,serried|dreiser
adenwy,2,dwayne|yawned
aegirt,2,gaiter|triage
aeilrrt,2,trailer|retrial
einrss,3,sirens|rinses|resins
ails,3,sail|lisa|ails
adeilns,3,snailed|denials|daniels
eeilnosss,2,lionesses|noiseless
cdeeirst,2,discreet|discrete
cimprs,2,scrimp|crimps
egilnst,2,tingles|glisten
imoprst,2,imports|tropism
cderu,2,cured|crude
aahinst,2,tanisha|ashanti
deeiprrs,2,respired|reprised
aimor,3,mario|maori|moira
aegilns,2,sealing|leasing
aeksst,3,skates|stakes|steaks
fnotu,2,fount|futon
eikt,2,kite|tike
beinrstu,2,turbines|tribunes
eijnors,2,joiners|rejoins
deiv,3,vied|devi|dive
aimno,2,naomi|amino
aeelnsv,2,enslave|leavens
cdlo,2,cold|clod
cpsu,2,cusp|cups
addeelp,2,pedaled|pleaded
cehinopt,2,phonetic|pinochet
effi,2,fief|fife
eprsy,3,ypres|preys|pyres
eeilnrst,3,reenlist|listener|silenter
achr,2,arch|char
degims,2,midges|smidge
acellrs,3,recalls|callers|cellars
aeelnrr,2,learner|relearn
deerst,3,deters|rested|desert
ceinost,2,section|notices
einsx,2,nexis|nixes
aars,2,saar|sara
eimnoprstu,2,resumption|importunes
lmpsu,3,slump|lumps|plums
ceilmop,2,compile|polemic
egptu,2,getup|puget
achnos,2,nachos|sancho
acilnort,2,cilantro|contrail
aegilnps,2,elapsing|pleasing
adeeinprt,2,repainted|pertained
agiinnr,2,raining|ingrain
dgimnoo,2,dooming|domingo
aeiirsst,2,satirise|tiresias
orssu,2,russo|sours
aelmv,2,melva|velma
belorsw,2,blowers|bowlers
agoy,2,yoga|goya
aginprt,2,prating|parting
acnors,2,carson|acorns
ampss,2,spasm|spams
aimprst,2,armpits|imparts
aadeipprs,2,appraised|disappear
illsy,2,slily|silly
dginorsw,2,wordings|drowsing
eegimnrt,2,metering|regiment
blosw,2,blows|bowls
horsu,2,horus|hours
acdefiiinot,2,deification|edification
delo,2,dole|lode
hnort,2,north|thorn
eirstw,2,wriest|writes
ginsw,2,wings|swing
aaclr,2,clara|carla
gilno,2,login|lingo
deglo,2,lodge|ogled
eikpprs,2,kippers|skipper
acmor,3,carom|marco|macro
eilm,3,emil|mile|lime
aenprst,4,parents|entraps|pastern|napster
apr,3,par|apr|rap
acdeilm,4,claimed|decimal|medical|declaim
belmstu,2,stumble|tumbles
bdeknu,2,bunked|debunk
nost,2,tons|snot
iimnprst,2,misprint|imprints
adehlss,2,slashed|hassled
beglsu,2,bulges|bugles
eilnsst,4,listens|silents|enlists|tinsels
aersw,3,wears|wares|swear
egorrs,2,reorgs|rogers
befir,3,brief|fibre|fiber
einru,2,urine|inure
fgiilnrt,2,trifling|flirting
efginorst,2,fostering|foresting
hrtu,3,hurt|ruth|thru
akss,2,asks|saks
aelnrt,3,antler|rental|learnt
adeels,2,sealed|leased
adeinr,2,andrei|rained
cdeiirstu,2,diuretics|crudities
certu,3,cruet|cuter|truce
aehlsy,2,ashley|halsey
errty,2,terry|retry
abeklnst,2,blankest|blankets
eilst,3,islet|tiles|stile
amnoss,2,samson|masons
deelovv,2,evolved|devolve
cegiilnns,2,silencing|licensing
eorsw,3,sower|swore|worse
adiimnnoot,2,domination|admonition
acelr,2,clear|clare
eghhist,3,highest|heights|eighths
aenrss,2,nasser|snares
aails,2,alias|alisa
eilr,3,lire|riel|rile
ehisst,2,heists|thesis
adeprs,6,spread|rasped|drapes|parsed|padres|spared
bdemoor,2,bedroom|boredom
amrt,2,mart|tram
anor,5,nora|arno|oran|aron|roan
acegilnpr,2,replacing|parceling
aahnns,2,shanna|anshan
aekps,3,speak|peaks|spake
aprw,2,warp|wrap
imnor,2,morin|minor
abcehlns,2,blanches|schnabel
ddeeirs,3,derides|desired|resided
eisvw,2,wives|views
ehlps,2,shlep|helps
eorstu,2,ouster|routes
eehlnopty,2,polythene|telephony
lnoos,3,olson|solon|loons
aelrssv,2,slavers|salvers
deils,4,sidle|idles|slide|delis
deins,3,denis|dines|snide
eeeginrs,2,energise|energies
inoopst,2,potions|options
beeioqssu,2,obsequies|essequibo
abeorst,2,boaster|boaters
eip,2,pie|pei
einst,5,inset|tines|nites|stein|stine
aegins,2,gaines|easing
nrtu,2,turn|runt
defiilns,2,infidels|infields
defgiinnr,2,friending|infringed
aaeilnorst,2,senatorial|rationales
eehrw,2,where|hewer
deerrss,2,dresser|redress
eiknrst,4,kirsten|kristen|stinker|tinkers
beimrst,2,timbres|timbers
ainstu,2,unitas|austin
adnsw,2,wands|dawns
ceeips,2,specie|pieces
los,2,sol|los
adeiiintt,2,dietitian|initiated
aceilmst,2,climates|clematis
cddeei,2,decide|deiced
acllot,2,tlaloc|lolcat
eemprsu,2,supreme|presume
behilrt,2,blither|hilbert
ahlu,2,hula|haul
aceirrs,2,carries|scarier
msstu,2,smuts|musts
eensv,2,seven|evens
elostw,3,towels|lowest|owlets
eeir,2,erie|eire
aflmrsu,2,armsful|armfuls
acenr,2,nacre|crane
biimn,2,mbini|nimbi
eew,2,ewe|wee
aacilr,2,alaric|racial
aenprstt,2,transept|patterns
ehorsw,2,shower|whores
abders,3,debars|breads|beards
aborst,2,strabo|aborts
effiist,2,iffiest|fifties
ginorst,2,sorting|storing
ddenoru,2,redound|rounded
ahkn,3,hank|khan|ankh
aginnw,2,awning|waning
ehm,2,meh|hem
egsstu,2,gusset|guests
acdellops,2,scalloped|collapsed
ahist,3,thais|saith|tisha
acehrtt,2,ratchet|chatter
ceert,2,crete|erect
denu,2,nude|dune
adeefst,3,deafest|feasted|defeats
abelt,2,bleat|table
aeginnot,2,antigone|negation
belosw,2,bowels|elbows
emor,2,more|rome
ddeein,2,indeed|denied
eilnoss,3,insoles|lioness|lesions
eeirsvw,2,viewers|reviews
aeilmss,2,melissa|aimless
beglru,2,burgle|bugler
adehss,2,shades|dashes
ceirsstu,2,curtsies|citruses
eggilrw,2,wiggler|wriggle
adegrr,3,regard|grader|gerard
almny,2,lyman|manly
acelrt,3,rectal|claret|cartel
deels,2,leeds|edsel
acceips,2,ipecacs|icecaps
aegiinnprt,2,repainting|pertaining
allmory,2,mallory|morally
ceorst,4,escort|cortes|corset|sector
ceehlprssu,2,sepulchers|sepulchres
aceeirtv,2,creative|reactive
aknr,2,nark|rank
ccehorst,2,crotches|crochets
aaeemnst,2,emanates|manatees
achks,2,hacks|shack
ekorrsw,2,reworks|workers
aalmnu,2,manual|alumna
gmu,2,mug|gum
ceoorstuu,2,courteous|outsource
aacinorst,2,raincoats|croatians
dikss,2,disks|skids
eeirstt,2,testier|trieste
ahlst,3,halts|shalt|laths
alloy,2,loyal|alloy
aehimnors,2,harmonies|harmonise
delmpu,2,plumed|lumped
any,2,nay|any
aelprst,3,plaster|psalter|stapler
deopst,3,depots|despot|posted
ceorsw,2,cowers|escrow
aerstu,2,seurat|atreus
ehiirstt,2,shittier|thirties
deinsty,2,density|destiny
adegnr,4,gander|garden|danger|ranged
addel,2,addle|laded
cceeeeinprst,2,centerpieces|centrepieces
ailv,2,vial|vila
adent,2,anted|dante
benoor,2,oberon|borneo
airst,3,stair|sitar|astir
ejst,2,jest|jets
abdsu,2,daubs|bauds
abdeorr,2,boarder|broader
deiorsw,3,weirdos|dowries|rowdies
emrsu,2,serum|remus
eeiorrrsst,2,terrorises|roisterers
adims,2,midas|maids
deosw,2,sowed|dowse
anp,2,pan|nap
delors,2,resold|solder
adeinostt,2,stationed|antidotes
adeeisss,2,diseases|seasides
epsst,2,pests|steps
aadeginr,2,drainage|gardenia
cot,2,cot|oct
efr,2,fer|ref
aegru,2,auger|argue
aachimrs,2,archaism|charisma
deilmnss,2,mindless|mildness
ablm,2,balm|lamb
aeills,2,sallie|allies
dorsw,2,sword|words
abgginr,2,garbing|barging
demoor,2,roomed|moored
aeimorst,2,amortise|atomiser
deeoorsv,2,overdose|overdoes
aeemnr,2,rename|meaner
egilnrst,2,sterling|ringlets
achp,2,chap|caph
deeerrsv,2,reversed|reserved
deggir,2,rigged|digger
eforrst,2,forster|forrest
ademnnu,2,mundane|unnamed
gilnoot,2,tooling|looting
beffrsu,2,rebuffs|buffers
adelrr,2,larder|darrel
aegrsty,2,gyrates|grayest
aamrt,3,marta|tamra|marat
aegrsu,2,augers|argues
aagmm,2,magma|gamma
cehinopst,2,ctesiphon|phonetics
fist,3,sift|fist|fits
aellps,2,aspell|lapels
adlo,2,aldo|load
aacelnrst,2,lancaster|ancestral
abeiinrs,2,binaries|siberian
erstuu,2,suture|uterus
aadiln,2,dalian|danial
ceeiilnrtt,2,centiliter|centilitre
aintt,2,taint|titan
ginrs,2,grins|rings
an,2,na|an
deegorr,2,rogered|reorged
aeelrst,2,relates|realest
bgilnott,2,blotting|bottling
mnoru,2,munro|mourn
aeinrrsst,2,restrains|strainers
defgiiins,2,dignifies|signified
addelw,2,dawdle|waddle
deginn,2,ginned|ending
cehoprs,2,porsche|porches
aflos,2,loafs|foals
fgiiknn,2,knifing|finking
ahmnopt,2,hampton|phantom
aeghiknnr,2,hankering|harkening
aesty,3,yates|yeast|yeats
bdenorsu,3,bounders|rebounds|suborned
eginsst,2,ingests|signets
aeilnpst,2,plainest|panelist
aceenrrt,2,recreant|terrance
abddeer,2,breaded|bearded
aeiprsu,2,upraise|piraeus
eelprst,2,petrels|respelt
deeersv,2,deserve|severed
eglos,2,ogles|loges
aaemnst,2,eastman|smetana
adlu,2,laud|dual
ceinorstu,3,neurotics|cretinous|countries
almnor,3,normal|marlon|molnar
aelnrs,2,learns|larsen
eeersttw,2,tweeters|retweets
ceehils,2,lichees|helices
aeeglt,2,eaglet|legate
oprst,3,ports|sport|strop
bdeeil,2,edible|belied
ghis,2,sigh|gish
deenru,2,enured|endure
cceeginort,2,geocentric|egocentric
aenot,3,oaten|atone|eaton
acgiinnotu,2,auctioning|cautioning
enno,2,none|neon
cefinors,2,forensic|conifers
deimmr,2,dimmer|rimmed
bdeinrs,2,binders|rebinds
eeloprsty,2,polyester|proselyte
acdeno,2,deacon|canoed
dnos,2,dons|nods
einorst,2,orients|stonier
eeeinprrsst,2,intersperse|enterprises
acgir,2,craig|cigar
belno,2,nobel|noble
acen,2,cane|acne
eenrsu,2,ensure|enures
aaenpst,2,anapest|peasant
ceeorrsu,2,recourse|resource
deinno,2,donnie|dionne
alor,2,oral|lora
ahpt,2,path|ptah
aegrsz,2,grazes|gazers
alnnu,2,annul|luann
imss,3,miss|sims|isms
bdeerttu,2,rebutted|buttered
glnsu,2,lungs|slung
ailosv,2,valois|violas
aacnpst,2,catnaps|capstan
aceinorst,2,reactions|creations
ilnost,2,tonsil|liston
abdelst,3,blasted|stabled|baldest
aeilrs,2,israel|serial
desu,4,dues|used|sued|duse
aelrsy,3,relays|layers|slayer
aacggilnotu,2,coagulating|cataloguing
abeelstt,2,settable|testable
aeeegrst,2,steerage|eagerest
aelqsu,2,equals|squeal
ghinoop,2,poohing|hooping
aceirsst,2,scariest|castries
aaceirv,2,avarice|caviare
eiinprs,2,inspire|spinier
aceeeilmnpst,2,mantlepieces|mantelpieces
acmrs,2,crams|scram
eehrsy,2,heresy|hersey
adepss,2,spades|passed
adeeginnrs,2,serenading|grenadines
eeghinst,2,sheeting|seething
eeginrt,2,integer|treeing
hosstu,2,shouts|souths
boss,2,sobs|boss
eiimnoprss,2,impression|permission
ilnos,2,lions|loins
eeprst,3,pester|peters|preset
aemnrsu,2,surname|manures
deens,3,dense|edens|needs
adekns,2,kneads|snaked
alops,2,opals|alsop
dehis,2,hides|shied
aderstv,2,starved|adverts
aestx,2,texas|taxes
eiklnw,2,winkle|welkin
aeeirs,2,aeries|easier
eehprs,2,herpes|sphere
defloor,2,flooder|floored
aesstt,2,tastes|states
acdeiiprst,2,patricides|pediatrics
eehorvw,2,however|whoever
delru,2,lured|ruled
adehlt,2,halted|lathed
acinost,2,actions|cations
acin,2,cain|inca
ceinrst,2,cretins|cistern
cekoors,2,crookes|cookers
acehmrr,2,marcher|charmer
deilms,2,misled|smiled
aflot,2,aloft|float
bbinors,2,ribbons|robbins
orstt,2,trots|torts
abehr,3,haber|brahe|rehab
eenstv,2,steven|events
belorw,2,blower|bowler
aeilmttu,2,mutilate|ultimate
agil,2,gail|gila
eggmrsu,2,smugger|muggers
eiinopstt,2,pointiest|petitions
deiorstw,2,rowdiest|wordiest
abhors,2,hasbro|abhors
beors,4,sober|bores|robes|boers
elpsu,2,pulse|lepus
eelrstw,3,welters|wrestle|swelter
adelorst,2,lodestar|leotards
amy,3,may|yam|amy
defiiln,2,infidel|infield
ailnsty,2,saintly|nastily
aekns,2,sneak|snake
adimnos,2,madison|domains
abil,2,bali|bail
al,2,al|la
aabdehhirrst,2,hairsbreadth|hairbreadths
cefiklr,2,flicker|fickler
adenr,4,andre|arden|nader|daren
deginns,2,endings|sending
ddeggru,2,grudged|drugged
eemrt,2,meter|metre
eginprtu,2,reputing|erupting
delmos,2,models|seldom
aelmps,2,maples|sample
ilmnot,2,tomlin|milton
eoprtu,2,troupe|puerto
epr,2,per|rep
deiopr,2,period|dopier
adenrt,2,ranted|ardent
eginrw,2,wigner|winger
egrsu,2,urges|surge
adeilotv,2,dovetail|violated
anoprst,2,tarpons|patrons
elosvw,2,vowels|wolves
aehns,2,ashen|shane
ghilst,2,lights|slight
agimnt,2,taming|mating
abder,5,debra|beard|bread|debar|bared
aehr,4,hera|hear|rhea|hare
bhsu,2,bush|hubs
mnors,2,norms|morns
arssty,2,satyrs|strays
deiooprst,2,depositor|droopiest
actt,2,catt|tact
cdeilo,2,coiled|docile
deeors,2,erodes|redoes
em,2,me|em
acerss,2,caress|scares
cdipsu,2,cupids|cuspid
cekps,2,speck|pecks
aeemnsttt,2,statement|testament
addentu,2,daunted|undated
almtuu,2,umlaut|mutual
dghiins,2,dishing|shindig
aagnorrt,2,arrogant|tarragon
adhnostu,2,handouts|thousand
aekmrrs,2,markers|remarks
eehirrs,2,rehires|sherrie
iprsu,2,sirup|prius
aegilnry,3,relaying|layering|yearling
eeknosty,2,keystone|keynotes
eforrsu,2,furores|ferrous
adeem,3,edema|meade|medea
eginnss,2,ensigns|sensing
aefnst,2,fasten|stefan
eikmors,2,smokier|irksome
emops,3,mopes|epsom|poems
bdeeffru,2,buffered|rebuffed
ells,2,ells|sell
cceeeeinprt,2,centerpiece|centrepiece
eimnopst,2,pimentos|nepotism
acelnru,2,unclear|nuclear
adest,3,sated|stead|dates
acdeirr,2,carried|acrider
aimnst,2,matins|mantis
aot,2,tao|oat
knpsu,2,spunk|punks
aegsst,2,sagest|stages
denot,2,noted|toned
aceegils,2,legacies|elegiacs
aegilnrs,2,slangier|salinger
chlru,2,churl|lurch
inpss,2,snips|spins
cenoorr,2,crooner|coroner
acden,2,caned|dance
eeilmnost,2,limestone|milestone
abceefiilrt,2,certifiable|rectifiable
aegrrst,3,graters|garters|garrets
eelnvy,2,evenly|evelyn
anors,3,sonar|arson|roans
adeills,2,dallies|sallied
adeilr,3,derail|relaid|railed
aefkr,2,freak|faker
deilps,2,lisped|dispel
abeeknnr,2,banneker|bernanke
bdoor,2,dobro|brood
ahmrs,2,marsh|harms
eloort,2,looter|retool
cdeinortu,2,introduce|reduction
aacnz,2,anzac|nazca
alprty,2,paltry|partly
acertu,2,acuter|curate
eow,2,owe|woe
aenps,3,aspen|panes|napes
ceehrst,3,retches|chester|etchers
abgilmn,3,blaming|ambling|lambing
aceimr,3,crimea|mercia|marcie
deensu,2,endues|ensued
abgilnrw,2,brawling|warbling
bdelloors,2,doorbells|bordellos
eilnst,5,enlist|inlets|tinsel|listen|silent
eprrsy,2,sperry|spryer
abceilr,2,calibre|caliber
aderrt,3,trader|tarred|retard
aelnors,3,loaners|salerno|orleans
eeinrsstt,2,triteness|interests
cdeeflnorst,2,centerfolds|centrefolds
deintu,2,untied|united
erty,2,tyre|trey
acillost,2,castillo|callisto
aehmrss,2,mashers|marshes
eops,2,pose|peso
degilmn,2,melding|mingled
belmorsy,2,somberly|sombrely
aceinnoorstv,2,conservation|conversation
cgiinnoot,2,incognito|cognition
einoprst,2,pointers|proteins
coost,2,coots|scoot
adeeimstt,2,meditates|estimated
ceenrs,2,screen|censer
adhor,2,rhoda|hoard
eehr,2,rhee|here
aemppr,2,mapper|pamper
eijnor,2,rejoin|joiner
illst,3,lilts|tills|still
eiklns,2,silken|likens
dstuy,2,dusty|study
adeeimnnost,2,emendations|denominates
adeilttu,2,latitude|altitude
ceiklnrs,2,clinkers|crinkles
ainrt,2,trina|train
ddeeit,2,dieted|edited
cehilno,2,helicon|nichole
aemsx,2,exams|maxes
addeeprv,2,depraved|pervaded
aghilmorst,2,logarithms|algorithms
eeimnss,2,siemens|nemesis
ciilost,2,colitis|solicit
aclor,3,carlo|coral|carol
aceirrt,2,cartier|erratic
ans,2,nsa|san
eehlt,2,lethe|ethel
delow,2,lowed|dowel
aeehorssuw,2,warehouses|housewares
aehippst,2,happiest|epitaphs
aerr,2,rear|rare
aemrsstt,2,mattress|smartest
eoqstu,2,toques|quotes
adeelnp,2,paneled|deplane
degins,4,singed|design|signed|deigns
egiimnnost,2,moistening|monetising
abgilnst,2,blasting|stabling
aehlrst,3,lathers|slather|halters
aeersst,2,teasers|easters
addels,2,saddle|addles
eopsy,2,poesy|sepoy
aeprssst,2,sparsest|trespass
aclm,2,clam|calm
ehnw,2,when|hewn
aeekmr,2,remake|kareem
ddeenrs,2,reddens|dresden
enopr,2,prone|peron
aceorrst,2,creators|reactors
ddefor,2,fodder|forded
adms,2,dams|mads
epprsu,2,uppers|supper
aacinort,2,croatian|raincoat
eeginpsw,2,weepings|sweeping
ddeeinnt,2,indented|intended
deeilpr,2,periled|replied
ehms,2,hems|mesh
adehirr,2,harried|hardier
bdoy,2,body|boyd
aehrstt,3,hatters|shatter|threats
aceelpr,2,percale|replace
cejnosu,2,jounces|juncoes
aeils,3,elisa|aisle|elias
dlloy,2,dolly|lloyd
dehrs,3,herds|sherd|shred
deelprsu,2,preludes|repulsed
aeeiln,2,elaine|aileen
deirstv,2,diverts|strived
